id,date,problem,race,gender,location,precinct
17-047666,2017-02-10T03:17:51Z,traffic,Black,Female,44.95912 -93.25619,3
17-047683,2017-02-10T03:27:17Z,traffic,White,Female,44.91474898 -93.27799986,5
17-047688,2017-02-10T03:32:45Z,suspicious,Unknown,Female,44.96004983 -93.27654415,5
17-047695,2017-02-10T03:37:11Z,traffic,White,Female,44.9987 -93.2269,2
17-047707,2017-02-10T03:45:27Z,traffic,White,Male,44.94914788 -93.23868079,3
17-047713,2017-02-10T03:48:25Z,traffic,Asian,Male,44.89969359 -93.2774616,5
17-047715,2017-02-10T03:50:30Z,suspicious,Black,Male,44.94836 -93.27792,5
17-047717,2017-02-10T03:51:13Z,traffic,Black,Male,44.95732 -93.26259,3
17-047724,2017-02-10T03:56:45Z,traffic,Latino,Female,44.94667 -93.26392,3
17-047726,2017-02-10T03:58:46Z,suspicious,Black,Male,45.00594 -93.29305,4
17-047728,2017-02-10T04:01:33Z,suspicious,Unknown,Unknown,44.95014778 -93.26392284,3
17-047730,2017-02-10T04:02:37Z,traffic,White,Female,44.94661 -93.28137,5
17-047733,2017-02-10T04:03:00Z,suspicious,White,Male,45.0349366 -93.24601474,2
17-047745,2017-02-10T04:10:40Z,traffic,,,44.97245 -93.22309,2
17-047747,2017-02-10T04:11:00Z,traffic,Black,Female,44.97245 -93.22309,2
17-047751,2017-02-10T04:12:15Z,traffic,White,Male,44.96226463 -93.25964732,3
17-047757,2017-02-10T04:15:35Z,traffic,White,Male,44.91965222 -93.27602598,5
17-047759,2017-02-10T04:16:37Z,traffic,Black,Male,44.96324 -93.28793,5
17-047762,2017-02-10T04:19:19Z,suspicious,Black,Female,44.98336371 -93.2981965,4
17-047769,2017-02-10T04:21:36Z,suspicious,,,44.97845913 -93.27733144,1
17-047789,2017-02-10T04:35:48Z,suspicious,Asian,Female,44.96180077 -93.2778187,5
17-047803,2017-02-10T04:44:21Z,suspicious,Black,Male,44.94835468 -93.27474864,5
17-047805,2017-02-10T04:45:44Z,traffic,Black,Male,44.95553322 -93.2804715,5
17-047809,2017-02-10T04:47:38Z,traffic,Black,Male,44.96063 -93.24625,3
17-047816,2017-02-10T04:53:57Z,traffic,Black,Male,44.99896556 -93.27514803,2
17-047827,2017-02-10T04:59:25Z,traffic,Black,Female,44.94131 -93.28817,5
17-047829,2017-02-10T05:00:36Z,traffic,Native American,Male,44.96226463 -93.25964732,3
17-047831,2017-02-10T05:01:47Z,traffic,Black,Female,44.9897 -93.30825,4
17-047836,2017-02-10T05:06:22Z,traffic,White,Female,45.00598 -93.29936,4
17-047849,2017-02-10T05:16:57Z,suspicious,White,Female,45.01316 -93.2509,2
17-047850,2017-02-10T05:17:36Z,suspicious,Black,Male,45.03446611 -93.29577512,4
17-047854,2017-02-10T05:19:43Z,traffic,Black,Male,44.96393018 -93.26037014,3
17-047858,2017-02-10T05:22:45Z,suspicious,Native American,Male,44.95733335 -93.25177712,3
17-047860,2017-02-10T05:26:51Z,traffic,White,Male,44.9466 -93.28303,5
17-047863,2017-02-10T05:28:47Z,traffic,Black,Female,44.99966601 -93.30694882,4
17-047868,2017-02-10T05:32:15Z,suspicious,,,44.9572173 -93.24485196,3
17-047869,2017-02-10T05:32:41Z,suspicious,White,Male,45.00306 -93.26025,2
17-047875,2017-02-10T05:36:23Z,traffic,Black,Male,44.95680675 -93.29584001,5
17-047886,2017-02-10T05:48:49Z,traffic,White,Male,44.9895 -93.25564,2
17-047893,2017-02-10T05:54:52Z,traffic,,,44.98547 -93.24827,2
17-047900,2017-02-10T06:00:07Z,traffic,,,44.9474943 -93.2779272,5
17-047902,2017-02-10T06:00:53Z,traffic,White,Male,45.01316792 -93.26095379,2
17-047915,2017-02-10T06:13:44Z,traffic,White,Male,44.99072 -93.24848,2
17-047925,2017-02-10T06:28:42Z,traffic,,,44.99870322 -93.26420345,2
17-047935,2017-02-10T06:38:16Z,traffic,White,Female,44.99869 -93.24731,2
17-047939,2017-02-10T06:47:28Z,suspicious,Black,Male,44.97845913 -93.27733144,1
17-047945,2017-02-10T06:54:40Z,traffic,Black,Male,44.99741 -93.29411,4
17-047949,2017-02-10T06:55:54Z,suspicious,Black,Male,44.98076705 -93.23647339,2
17-047955,2017-02-10T07:00:09Z,traffic,White,Female,44.98784 -93.22557,2
17-047968,2017-02-10T07:33:44Z,traffic,Latino,Male,44.94138 -93.26894,3
17-047985,2017-02-10T07:59:07Z,traffic,Latino,Male,44.94835 -93.26394,3
17-048011,2017-02-10T08:29:12Z,traffic,Black,Male,45.01145 -93.30196,4
17-048014,2017-02-10T08:32:28Z,traffic,Black,Male,44.94835 -93.26903,3
17-048017,2017-02-10T08:35:21Z,traffic,Black,Male,44.98104 -93.23717,2
17-048023,2017-02-10T08:42:10Z,traffic,Other,Male,44.95285114 -93.24865046,3
17-048024,2017-02-10T08:43:36Z,traffic,,,44.95554 -93.28804,5
17-048039,2017-02-10T09:01:55Z,traffic,Black,Female,44.94666 -93.27412,3
17-048041,2017-02-10T09:03:09Z,suspicious,Other,Male,45.01324 -93.30697,4
17-048054,2017-02-10T09:27:35Z,traffic,Latino,Male,44.9627 -93.288,5
17-048058,2017-02-10T09:32:57Z,suspicious,Black,Male,45.03282842 -93.26641629,2
17-048059,2017-02-10T09:34:35Z,traffic,,,44.95194 -93.27661,5
17-048066,2017-02-10T09:48:15Z,traffic,Latino,Male,45.01314 -93.29162,4
17-048068,2017-02-10T09:57:58Z,suspicious,Unknown,Unknown,44.92780447 -93.23466144,3
17-048104,2017-02-10T12:42:20Z,suspicious,Unknown,Unknown,44.91322327 -93.29339241,5
17-048111,2017-02-10T13:02:02Z,suspicious,Unknown,Unknown,44.95553 -93.25752,3
17-048118,2017-02-10T13:16:44Z,traffic,,,45.00598 -93.23717,2
17-048137,2017-02-10T14:06:31Z,suspicious,White,Male,44.94666 -93.27412,3
17-048140,2017-02-10T14:09:41Z,suspicious,Black,Male,45.02847388 -93.29062897,4
17-048147,2017-02-10T14:20:46Z,traffic,White,Male,44.99870848 -93.2595623,2
17-048151,2017-02-10T14:23:54Z,traffic,White,Male,44.95682038 -93.30016297,5
17-048181,2017-02-10T15:16:58Z,suspicious,White,Male,45.00950803 -93.28722242,4
17-048188,2017-02-10T15:26:56Z,traffic,Black,Male,44.99196 -93.29717,4
17-048227,2017-02-10T16:10:32Z,suspicious,Unknown,Male,44.90266866 -93.20889314,3
17-048231,2017-02-10T16:11:54Z,suspicious,Unknown,Unknown,44.99 -93.2732,1
17-048234,2017-02-10T16:14:30Z,traffic,Black,Female,44.94835 -93.27538,5
17-048237,2017-02-10T16:18:14Z,traffic,Black,Female,45.0027766 -93.30190717,4
17-048246,2017-02-10T16:24:32Z,suspicious,Native American,Male,44.97414294 -93.28679339,1
17-048250,2017-02-10T16:28:53Z,traffic,White,Female,44.96091014 -93.28864516,5
17-048254,2017-02-10T16:31:23Z,traffic,Black,Male,44.99875243 -93.30506186,4
17-048256,2017-02-10T16:35:05Z,suspicious,White,Male,44.96090578 -93.27718275,5
17-048264,2017-02-10T16:40:54Z,suspicious,Black,Male,44.95374377 -93.28360773,5
17-048271,2017-02-10T16:46:46Z,traffic,White,Female,44.96079217 -93.31085119,5
17-048278,2017-02-10T16:49:46Z,suspicious,,,44.96774 -93.24408,1
17-048279,2017-02-10T16:50:19Z,suspicious,Other,Unknown,44.96661697 -93.24487398,1
17-048290,2017-02-10T17:00:18Z,traffic,,,44.96773 -93.24727,1
17-048298,2017-02-10T17:12:20Z,traffic,Black,Male,44.99306 -93.29258,4
17-048301,2017-02-10T17:12:45Z,suspicious,White,Male,44.9483555 -93.27730268,5
17-048305,2017-02-10T17:17:23Z,traffic,White,Female,44.96014239 -93.3099355,5
17-048312,2017-02-10T17:22:21Z,traffic,White,Male,44.96128029 -93.31206757,5
17-048320,2017-02-10T17:30:06Z,traffic,White,Female,44.9915 -93.30446,4
17-048327,2017-02-10T17:34:21Z,traffic,White,Male,44.96141588 -93.31066853,5
17-048331,2017-02-10T17:38:07Z,traffic,White,Female,44.96079217 -93.31085119,5
17-048342,2017-02-10T17:43:38Z,traffic,Black,Male,45.00424728 -93.28951892,4
17-048343,2017-02-10T17:44:35Z,suspicious,,,44.97543284 -93.27342211,1
17-048350,2017-02-10T17:48:14Z,traffic,White,Male,44.96141588 -93.31066853,5
17-048355,2017-02-10T17:54:11Z,traffic,White,Male,44.96128029 -93.31206757,5
17-048357,2017-02-10T17:57:30Z,traffic,Black,Male,44.951072 -93.22428397,3
17-048359,2017-02-10T17:58:41Z,traffic,Black,Male,45.00313551 -93.28798983,4
17-048363,2017-02-10T18:00:02Z,suspicious,White,Male,44.94834704 -93.27880784,5
17-048364,2017-02-10T18:00:54Z,traffic,White,Female,44.96141588 -93.31066853,5
17-048376,2017-02-10T18:09:59Z,suspicious,Unknown,Unknown,45.01956023 -93.30826503,4
17-048389,2017-02-10T18:16:55Z,traffic,White,Female,44.96141588 -93.31066853,5
17-048393,2017-02-10T18:22:29Z,suspicious,Unknown,Unknown,45.03545 -93.3009,4
17-048401,2017-02-10T18:30:14Z,traffic,Black,Male,45.03336 -93.30215,4
17-048402,2017-02-10T18:32:47Z,traffic,Black,Male,45.0313 -93.30721,4
17-048413,2017-02-10T18:42:22Z,traffic,Black,Male,45.02047 -93.31081,4
17-048414,2017-02-10T18:42:44Z,traffic,Latino,Male,44.99031863 -93.25204216,2
17-048418,2017-02-10T18:45:10Z,traffic,Black,Female,44.90414 -93.27932,5
17-048428,2017-02-10T18:51:32Z,traffic,Black,Female,45.01143 -93.30697,4
17-048432,2017-02-10T18:54:33Z,suspicious,,,45.01144 -93.30823,4
17-048439,2017-02-10T19:00:59Z,suspicious,Black,Male,44.94834704 -93.27880784,5
17-048447,2017-02-10T19:06:42Z,traffic,Black,Male,45.00148 -93.28648,4
17-048453,2017-02-10T19:11:42Z,suspicious,White,Male,44.94834712 -93.28052287,5
17-048455,2017-02-10T19:12:28Z,traffic,Black,Female,44.99914 -93.29105,4
17-048461,2017-02-10T19:15:04Z,suspicious,Black,Male,44.89425 -93.28459,5
17-048469,2017-02-10T19:18:05Z,traffic,,,45.01317 -93.29812,4
17-048473,2017-02-10T19:22:16Z,traffic,White,Male,45.02393405 -93.28869237,4
17-048485,2017-02-10T19:30:55Z,traffic,White,Male,44.96316564 -93.28807331,5
17-048497,2017-02-10T19:39:37Z,suspicious,,,44.99828543 -93.29563845,4
17-048501,2017-02-10T19:40:45Z,traffic,White,Male,44.99149 -93.24356,2
17-048503,2017-02-10T19:45:15Z,traffic,,,44.99332 -93.30822,4
17-048507,2017-02-10T19:47:12Z,traffic,Black,Female,44.93049152 -93.2772706,5
17-048511,2017-02-10T19:49:12Z,suspicious,White,Male,44.94834704 -93.27880784,5
17-048518,2017-02-10T19:53:34Z,traffic,White,Male,44.97260866 -93.21930819,2
17-048524,2017-02-10T20:01:21Z,suspicious,,,44.96091 -93.26257,3
17-048527,2017-02-10T20:03:53Z,traffic,,,44.99307 -93.3032,4
17-048529,2017-02-10T20:08:17Z,traffic,Black,Female,44.98307256 -93.23738342,2
17-048535,2017-02-10T20:12:35Z,traffic,White,Male,45.01323 -93.30571,4
17-048541,2017-02-10T20:26:35Z,traffic,Black,Male,45.00952 -93.28926,4
17-048550,2017-02-10T20:33:10Z,traffic,Black,Female,45.01492 -93.29054,4
17-048557,2017-02-10T20:37:50Z,suspicious,,,44.94633075 -93.27411968,3
17-048561,2017-02-10T20:41:47Z,traffic,Black,Female,45.01045493 -93.29684327,4
17-048562,2017-02-10T20:42:07Z,suspicious,,,45.01327 -93.30824,4
17-048566,2017-02-10T20:45:47Z,traffic,Black,Male,45.00956792 -93.29747457,4
17-048567,2017-02-10T20:45:56Z,traffic,Black,Male,45.01296 -93.28802,4
17-048571,2017-02-10T20:52:03Z,traffic,,,45.01686 -93.31208,4
17-048584,2017-02-10T21:04:06Z,suspicious,,,44.98045 -93.27134,1
17-048587,2017-02-10T21:04:34Z,suspicious,Black,Male,44.99879 -93.31077,4
17-048596,2017-02-10T21:10:51Z,suspicious,Unknown,Unknown,44.96005144 -93.27529151,5
17-048598,2017-02-10T21:12:52Z,suspicious,,,44.97498 -93.27386,1
17-048599,2017-02-10T21:13:11Z,suspicious,,,44.98123218 -93.26858671,1
17-048614,2017-02-10T21:20:33Z,traffic,Latino,Male,45.00988213 -93.2516868,2
17-048659,2017-02-10T22:04:42Z,suspicious,Unknown,Male,44.9592 -93.26898,3
17-048663,2017-02-10T22:06:41Z,suspicious,,,44.97643 -93.27697,1
17-048695,2017-02-10T22:37:33Z,suspicious,Black,Male,44.97100922 -93.26611743,1
17-048701,2017-02-10T22:45:03Z,traffic,East African,Female,44.94834 -93.27969,5
17-048703,2017-02-10T22:46:21Z,traffic,Black,Male,44.99876 -93.30821,4
17-048704,2017-02-10T22:47:20Z,traffic,White,Female,44.95005 -93.28809,5
17-048707,2017-02-10T22:52:40Z,traffic,Black,Male,44.94836 -93.2881,5
17-048716,2017-02-10T23:00:24Z,traffic,East African,Female,44.94836 -93.28429,5
17-048737,2017-02-10T23:19:18Z,suspicious,Native American,Male,44.95108135 -93.2347243,3
17-048740,2017-02-10T23:23:03Z,traffic,East African,Female,44.94834712 -93.28052287,5
17-048750,2017-02-10T23:28:04Z,traffic,Black,Male,44.99198 -93.29565,4
17-048752,2017-02-10T23:28:54Z,traffic,,,44.94836 -93.30337,5
17-048759,2017-02-10T23:33:01Z,traffic,Black,Female,44.94927 -93.30497,5
17-048769,2017-02-10T23:46:20Z,traffic,Black,Male,45.00061 -93.31205,4
17-048775,2017-02-10T23:50:09Z,traffic,East African,Male,44.94474 -93.2797,5
17-048776,2017-02-10T23:50:52Z,traffic,Unknown,Female,44.99149922 -93.29882874,4
17-048780,2017-02-10T23:52:19Z,suspicious,Unknown,Unknown,44.91488481 -93.25366915,3
17-048785,2017-02-10T23:58:40Z,traffic,White,Male,44.94916 -93.29446,5
17-048788,2017-02-11T00:00:25Z,traffic,Black,Female,44.9698756 -93.29458073,5
17-048809,2017-02-11T00:18:53Z,traffic,Black,Male,44.99913277 -93.28529706,4
17-048810,2017-02-11T00:20:37Z,suspicious,Black,Male,45.00148 -93.28799,4
17-048812,2017-02-11T00:21:06Z,suspicious,,,44.99415137 -93.29830281,4
17-048834,2017-02-11T00:36:33Z,suspicious,,,44.91881659 -93.26515496,3
17-048842,2017-02-11T00:42:03Z,suspicious,Black,Female,44.98161 -93.29815,4
17-048855,2017-02-11T00:46:42Z,traffic,Black,Female,44.99914 -93.28799,4
17-048858,2017-02-11T00:51:45Z,suspicious,Unknown,Unknown,44.91425 -93.25109,3
17-048864,2017-02-11T00:56:52Z,traffic,Black,Male,45.0015 -93.29411,4
17-048869,2017-02-11T01:00:48Z,traffic,Latino,Male,44.97428814 -93.27541122,1
17-048875,2017-02-11T01:07:19Z,traffic,Black,Male,45.00023 -93.28799,4
17-048886,2017-02-11T01:12:28Z,traffic,White,Male,44.94047371 -93.26510992,3
17-048888,2017-02-11T01:12:52Z,traffic,,,44.99916 -93.29564,4
17-048895,2017-02-11T01:18:39Z,traffic,Black,Male,44.94836 -93.27792,5
17-048899,2017-02-11T01:19:48Z,traffic,Latino,Male,44.95553927 -93.24672316,3
17-048908,2017-02-11T01:25:01Z,traffic,Black,Female,44.99913516 -93.28682309,4
17-048918,2017-02-11T01:36:08Z,traffic,Black,Male,44.98789378 -93.30511365,4
17-048921,2017-02-11T01:37:51Z,traffic,,,44.94834 -93.27969,5
17-048923,2017-02-11T01:40:10Z,suspicious,Unknown,Unknown,44.99149757 -93.30007128,4
17-048933,2017-02-11T01:44:15Z,suspicious,Other,Male,44.93955 -93.23227,3
17-048943,2017-02-11T01:48:59Z,traffic,White,Male,44.94473374 -93.28751842,5
17-048956,2017-02-11T01:55:54Z,traffic,Other,Male,44.94836636 -93.28618688,5
17-048957,2017-02-11T01:58:40Z,suspicious,,,44.98346605 -93.30830167,4
17-048962,2017-02-11T02:02:11Z,traffic,Asian,Female,44.94836 -93.29065,5
17-048967,2017-02-11T02:06:59Z,traffic,,,44.93774 -93.27664,5
17-048968,2017-02-11T02:07:20Z,traffic,White,Female,44.95004 -93.29191,5
17-048980,2017-02-11T02:12:20Z,traffic,Black,Male,44.99913277 -93.28529706,4
17-048986,2017-02-11T02:14:20Z,suspicious,White,Female,44.95912149 -93.29438258,5
17-048993,2017-02-11T02:16:07Z,traffic,White,Male,44.96384 -93.28949,5
17-049007,2017-02-11T02:22:46Z,traffic,Latino,Male,44.93954 -93.27791,5
17-049012,2017-02-11T02:27:48Z,traffic,White,Female,44.93951 -93.28306,5
17-049013,2017-02-11T02:28:59Z,traffic,East African,Male,44.94044075 -93.27791575,5
17-049018,2017-02-11T02:32:48Z,traffic,,,45.01296 -93.28642,4
17-049025,2017-02-11T02:37:20Z,traffic,White,Female,44.94661 -93.28812,5
17-049026,2017-02-11T02:38:16Z,traffic,Black,Male,45.01221 -93.28801,4
17-049034,2017-02-11T02:45:08Z,suspicious,Unknown,Unknown,44.9905968 -93.30320755,4
17-049037,2017-02-11T02:47:00Z,traffic,White,Female,44.95 -93.30336,5
17-049045,2017-02-11T02:50:31Z,traffic,White,Female,44.93954 -93.27663,5
17-049048,2017-02-11T02:51:34Z,traffic,White,Male,44.95157736 -93.31335666,5
17-049051,2017-02-11T02:51:50Z,traffic,Black,Female,45.01296 -93.28802,4
17-049054,2017-02-11T02:52:07Z,suspicious,Unknown,Unknown,45.02046 -93.30827,4
17-049061,2017-02-11T02:57:13Z,suspicious,Unknown,Unknown,44.98537943 -93.30967596,4
17-049062,2017-02-11T02:58:57Z,traffic,Black,Male,44.91965 -93.22962,3
17-049070,2017-02-11T03:05:20Z,traffic,White,Male,44.92687 -93.27793,5
17-049071,2017-02-11T03:06:37Z,traffic,Asian,Male,44.97966149 -93.23371273,2
17-049081,2017-02-11T03:13:07Z,traffic,East African,Male,44.95075 -93.28133,5
17-049104,2017-02-11T03:24:43Z,traffic,White,Female,44.94654 -93.26011,3
17-049105,2017-02-11T03:25:03Z,suspicious,Other,Male,44.9659472 -93.23297563,1
17-049112,2017-02-11T03:30:31Z,traffic,White,Female,44.90716 -93.23103,3
17-049120,2017-02-11T03:36:49Z,traffic,White,Female,44.91173422 -93.2794626,5
17-049135,2017-02-11T03:42:59Z,traffic,White,Male,45.00642144 -93.24736561,2
17-049147,2017-02-11T03:48:47Z,suspicious,Unknown,Male,44.99567702 -93.26342871,2
17-049149,2017-02-11T03:51:37Z,traffic,White,Female,44.90508563 -93.28765879,5
17-049156,2017-02-11T03:57:01Z,suspicious,Other,Male,44.95194 -93.26645,3
17-049161,2017-02-11T03:57:55Z,suspicious,Black,Male,44.99307 -93.30194,4
17-049164,2017-02-11T04:02:35Z,traffic,Black,Male,44.96458472 -93.27275648,5
17-049166,2017-02-11T04:03:30Z,traffic,Black,Female,44.97021 -93.24725,1
17-049185,2017-02-11T04:15:25Z,traffic,Black,Male,45.01317 -93.26313,2
17-049187,2017-02-11T04:15:30Z,suspicious,Black,Male,44.9483642 -93.29001302,5
17-049190,2017-02-11T04:17:39Z,suspicious,Black,Male,44.96092 -93.2582,3
17-049191,2017-02-11T04:17:49Z,traffic,White,Male,44.94836 -93.28429,5
17-049205,2017-02-11T04:25:31Z,suspicious,Black,Male,44.97792 -93.27884,1
17-049214,2017-02-11T04:28:07Z,traffic,White,Male,44.95912 -93.29409,5
17-049217,2017-02-11T04:29:09Z,suspicious,Unknown,Male,44.99057773 -93.23458359,2
17-049216,2017-02-11T04:29:38Z,traffic,Asian,Male,45.00948 -93.28184,4
17-049219,2017-02-11T04:29:49Z,traffic,White,Female,44.99468 -93.24859,2
17-049223,2017-02-11T04:33:09Z,traffic,White,Female,44.9096582 -93.278046,5
17-049230,2017-02-11T04:40:53Z,suspicious,Black,Female,44.9768075 -93.27643103,1
17-049231,2017-02-11T04:41:04Z,suspicious,Unknown,Unknown,45.04842151 -93.28893662,4
17-049255,2017-02-11T04:55:58Z,traffic,,,44.94836 -93.28429,5
17-049266,2017-02-11T05:02:40Z,traffic,White,Male,44.97758226 -93.2753473,1
17-049307,2017-02-11T05:30:08Z,traffic,Black,Male,44.99632 -93.29564,4
17-049314,2017-02-11T05:34:36Z,suspicious,,,44.95553978 -93.25306709,3
17-049321,2017-02-11T05:38:47Z,traffic,Black,Male,44.9466 -93.28557,5
17-049326,2017-02-11T05:40:54Z,suspicious,Black,Male,45.04753 -93.29663,4
17-049333,2017-02-11T05:43:48Z,suspicious,White,Male,44.95054655 -93.32765683,5
17-049332,2017-02-11T05:44:43Z,traffic,White,Male,44.9483642 -93.29001302,5
17-049339,2017-02-11T05:48:36Z,traffic,Black,Female,45.00058 -93.30821,4
17-049341,2017-02-11T05:48:49Z,traffic,East African,Male,44.94836 -93.29065,5
17-049344,2017-02-11T05:49:36Z,traffic,Black,Male,44.93773 -93.27791,5
17-049347,2017-02-11T05:52:19Z,traffic,Latino,Male,44.94836293 -93.28873705,5
17-049358,2017-02-11T05:57:32Z,traffic,White,Male,44.96358874 -93.28795173,5
17-049359,2017-02-11T05:57:53Z,suspicious,White,Male,44.98329007 -93.27192694,1
17-049362,2017-02-11T05:58:32Z,traffic,,,44.9915 -93.30069,4
17-049377,2017-02-11T06:05:09Z,traffic,Black,Male,44.99306 -93.29411,4
17-049385,2017-02-11T06:09:34Z,traffic,Other,Female,44.94660282 -93.28219879,5
17-049386,2017-02-11T06:09:39Z,traffic,White,Female,44.94836 -93.28135,5
17-049387,2017-02-11T06:10:10Z,suspicious,Unknown,Unknown,44.92772992 -93.28569151,5
17-049402,2017-02-11T06:18:27Z,traffic,Other,Male,44.96327043 -93.28935955,5
17-049404,2017-02-11T06:18:44Z,traffic,Black,Male,44.95194072 -93.26963114,3
17-049407,2017-02-11T06:19:25Z,traffic,White,Female,44.94836 -93.2881,5
17-049409,2017-02-11T06:19:46Z,suspicious,Unknown,Female,44.9281707 -93.29581965,5
17-049420,2017-02-11T06:24:27Z,traffic,Black,Female,44.99019664 -93.25258432,2
17-049425,2017-02-11T06:26:33Z,suspicious,Unknown,Unknown,44.94408768 -93.26770462,3
17-049431,2017-02-11T06:30:24Z,traffic,Black,Male,44.98865 -93.28291,1
17-049437,2017-02-11T06:35:40Z,suspicious,Black,Female,45.00960625 -93.30379855,4
17-049440,2017-02-11T06:36:33Z,traffic,Black,Male,44.99870142 -93.26994272,2
17-049441,2017-02-11T06:36:36Z,suspicious,Black,Female,44.96093 -93.24984,3
17-049447,2017-02-11T06:39:54Z,traffic,White,Female,44.98296478 -93.24360896,2
17-049453,2017-02-11T06:43:54Z,suspicious,White,Male,44.94835 -93.26394,3
17-049458,2017-02-11T06:51:38Z,traffic,East African,Male,44.98422023 -93.28301113,1
17-049462,2017-02-11T06:54:34Z,traffic,Black,Male,44.95913317 -93.25174742,3
17-049468,2017-02-11T06:57:19Z,traffic,Black,Male,44.99742 -93.30444,4
17-049469,2017-02-11T06:57:59Z,suspicious,Native American,Male,44.95733335 -93.25177712,3
17-049477,2017-02-11T07:02:08Z,traffic,White,Female,45.00590546 -93.28103347,4
17-049485,2017-02-11T07:09:07Z,suspicious,Unknown,Unknown,44.93412072 -93.27726226,5
17-049492,2017-02-11T07:12:38Z,traffic,White,Female,45.01407525 -93.24378141,2
17-049497,2017-02-11T07:19:57Z,suspicious,Black,Male,44.9991114 -93.28101713,4
17-049499,2017-02-11T07:24:21Z,traffic,White,Male,44.93225485 -93.28888862,5
17-049502,2017-02-11T07:25:46Z,traffic,Black,Male,45.01316443 -93.265422,2
17-049529,2017-02-11T07:47:00Z,traffic,Black,Male,44.99951 -93.29905,4
17-049538,2017-02-11T07:50:25Z,traffic,Black,Male,45.01317 -93.26035,2
17-049552,2017-02-11T07:58:51Z,suspicious,Unknown,Unknown,44.95374 -93.28552,5
17-049594,2017-02-11T08:43:10Z,suspicious,Black,Male,45.00387 -93.3082,4
17-049607,2017-02-11T08:57:19Z,suspicious,Native American,Male,44.99691 -93.24226,2
17-049631,2017-02-11T09:19:01Z,traffic,Other,Female,45.01316 -93.24734,2
17-049657,2017-02-11T09:53:55Z,traffic,Other,Male,45.01316 -93.24734,2
17-049664,2017-02-11T09:59:03Z,suspicious,Unknown,Unknown,44.89384725 -93.2946995,5
17-049665,2017-02-11T10:01:28Z,suspicious,Native American,Male,45.01496867 -93.25000996,2
17-049666,2017-02-11T10:06:09Z,traffic,Black,Male,44.96141336 -93.29235956,5
17-049667,2017-02-11T10:10:29Z,traffic,White,Female,44.95777856 -93.29509939,5
17-049672,2017-02-11T10:17:17Z,traffic,White,Male,44.94667 -93.26774,3
